Boomnummer,Maatregel,Boomsoort in veld gemuteerd,Diameter afgestorven tak,Kroonsterfte,Leeftijd,Mate van hergroei,Netto ontbladering,Risicoprofiel,Straat,LAT,LON
1900541,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Park de Koppel,52.06000332,5.142651801
1900453,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,34,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06834048,5.163217176
1900419,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05300427,5.06450506
1900364,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,70,Minimaal,51-75%,Categorie III,Mytylweg,52.07526507,5.15453811
1900089,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Matig,26-50%,Categorie I,Einthovendreef-zuid,52.12007497,5.140599505
1900075,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,48,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.06771612,5.16290966
1899985,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Krikkelaan,52.07829913,5.10120478
1899943,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie II,Manitobadreef,52.13095152,5.085763842
1899853,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04268659,5.05913499
1899066,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,18,Minimaal,26-50%,Categorie II,Einthovendreef-noord,52.12029074,5.140240438
1898971,Bomen rooien,Fraxinus excelsior,>10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Overste den Oudenlaan,52.07998443,5.101885337
1898907,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,22,Minimaal,76-99%,Categorie I,Nedereindseplas,52.03058401,5.062565122
1898797,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,31,Minimaal,26-50%,Categorie II,Landgoed Amelisweerd,52.0675502,5.166910883
1898455,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,60,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.0686489,5.162342029
1898236,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Minimaal,26-50%,Categorie II,Albert van Dalsumlaan,52.08868401,5.155276222
1898088,Bomen rooien,Fraxinus angustifolia 'Raywood',4-10 cm,Boom is afstervend,12,Minimaal,26-50%,Categorie I,Herodotuslaan,52.08509995,5.154512937
1897975,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,54,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.0718958,5.155358115
1897958,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,5,Matig,26-50%,Categorie I,Attleeplantsoen,52.07969582,5.085712149
1897742,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,71,Minimaal,51-75%,Categorie I,Máximapark,52.10830493,5.035475823
1897547,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,32,Minimaal,26-50%,Categorie I,Waterlinieweg,52.06662028,5.127043161
1897539,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,38,Minimaal,26-50%,Categorie I,Kennedylaan,52.08099092,5.085257891
1897351,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04286705,5.058641436
1897111,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Miamidreef,52.12448508,5.094866939
1897038,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,30,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.07138722,5.154294713
1896894,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,32,Minimaal,76-99%,Categorie III,Mereveldseweg,52.06477468,5.147786698
1896777,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Matig,26-50%,Categorie III,Laan van Chartroise,52.10832247,5.098493371
1896715,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,38,Minimaal,26-50%,Categorie I,Oostbroekselaan,52.09535177,5.15627119
1896686,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,24,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06975586,5.169318175
1896372,Bomen rooien,Fraxinus americana,< 4 cm,Matige sterfte,10,Matig,51-75%,Categorie III,Adriaan Morriënlaan,52.08219271,5.048478924
1896141,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is dood,6,Niet van toepassing,100%,Categorie III,Sorbonnelaan,52.08313814,5.163436345
1895917,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,48,Minimaal,26-50%,Categorie I,Meentpark,52.07318405,5.040119382
1895869,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,77,Matig,26-50%,Categorie I,Joseph Haydnlaan,52.08654705,5.083284992
1895845,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,24,Minimaal,76-99%,Categorie I,Chico Mendesstraat,52.11067329,5.144093159
1895795,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04511001,5.063795644
1895504,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04517033,5.063895205
1895390,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,6,Minimaal,26-50%,Categorie III,Parkweg,52.10401859,5.000595506
1895342,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,28,Matig,51-75%,Categorie III,Oostbroekselaan,52.09265858,5.156774078
1895258,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,32,Minimaal,26-50%,Categorie I,Goeree,52.06125467,5.135662101
1895163,Bomen rooien,Fraxinus exelsior 'Atlas',< 4 cm,Lichte sterfte,5,Minimaal,1-5%,Categorie III,Veldhuizerweg,52.08378305,5.003738188
1894976,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04875798,5.063939277
1894866,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,27,Matig,6-25%,Categorie III,Landgoed Amelisweerd,52.06761539,5.161930118
1894761,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Bostondreef,52.12527551,5.096002837
1894721,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,26,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06742465,5.16230151
1894580,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,10,Minimaal,51-75%,Categorie I,Trompetbloemlaan,52.095314,5.00274679
1894535,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Matig,51-75%,Categorie I,Ringkade,52.05324834,5.064586258
1894483,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,30,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.06956453,5.164574717
1894299,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,27,Minimaal,51-75%,Categorie I,Brennerbaan,52.06662433,5.134272579
1893863,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,46,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.06861076,5.167372363
1893836,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,34,Minimaal,76-99%,Categorie II,Kloosterpark,52.07526888,5.02842883
1893805,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,63,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.07782997,5.170068334
1893754,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,25,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06729991,5.161931705
1893454,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,27,Niet van toepassing,100%,Categorie II,Landgoed Amelisweerd,52.07143231,5.159429953
1893237,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,42,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.07140107,5.154026272
1893179,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,25,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06748515,5.162451421
1893109,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04472608,5.063778009
1892998,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,34,Minimaal,26-50%,Categorie I,Kloosterpark,52.07539833,5.026669372
1892929,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05425831,5.06487247
1892747,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,37,Minimaal,76-99%,Categorie III,C.H. Letschertweg,52.07091245,5.04857554
1892547,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,127,Matig,51-75%,Categorie I,Prinsesselaan,52.09447932,5.141906897
1892442,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04175653,5.063075334
1892372,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Grebbeberglaan,52.07862572,5.099677116
1892086,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Minimaal,76-99%,Categorie III,Mytylweg,52.07689752,5.156844443
1892054,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,13,Minimaal,26-50%,Categorie I,Ringkade,52.04640857,5.063940201
1891812,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04875823,5.064030971
1891789,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,25,Minimaal,26-50%,Categorie I,Ringkade,52.04393967,5.063664891
1891710,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04779614,5.063900301
1891645,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04862762,5.064027102
1891616,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,36,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07109662,5.167727701
1891553,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04177597,5.063082919
1891447,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,53,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.06938976,5.159657657
1891347,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,57,Minimaal,26-50%,Categorie I,Koningin Wilhelminalaan,52.07652841,5.107697522
1891274,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,34,Matig,26-50%,Categorie III,Kloosterpark,52.07510704,5.027938415
1891030,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,57,Matig,1-5%,Categorie I,Lo Bruntpad,52.10023672,5.153734514
1891007,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,48,Matig,,Categorie I,Landgoed Amelisweerd,52.07644956,5.185799126
1891006,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,37,Matig,51-75%,Categorie I,Bollenhofsestraat,52.09956718,5.13462525
1890965,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,37,Niet van toepassing,100%,Categorie III,C.H. Letschertweg,52.07035191,5.052206337
1890864,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,51,Minimaal,76-99%,Categorie I,Landgoed Amelisweerd,52.06992751,5.162603966
1890799,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,30,Minimaal,26-50%,Categorie I,Winklerlaan,52.10987658,5.135436308
1890400,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Bastionweg,52.11406754,5.140332634
1889759,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,35,Minimaal,76-99%,Categorie I,Landgoed Amelisweerd,52.0682442,5.163159321
1889602,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,37,Matig,51-75%,Categorie I,Parkweg,52.10758542,4.993559038
1889573,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04728457,5.063977902
1889376,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie I,Australiëlaan,52.06435466,5.103036109
1889337,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie I,Nedereindseplas,52.03017344,5.062374437
1889274,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,23,Goed,1-5%,Categorie I,C.H. Letschertweg,52.07006601,5.055132455
1889255,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Bostondreef,52.12461534,5.095168508
1889226,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,32,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.06952813,5.16386025
1889145,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,58,Matig,51-75%,Categorie II,Landgoed Amelisweerd,52.07549969,5.17000233
1888959,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,65,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07021904,5.163715329
1888943,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,33,Matig,26-50%,Categorie I,Kloosterpark,52.07543344,5.026127487
1888816,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,47,Minimaal,26-50%,Categorie I,Da Costakade,52.08123066,5.114895139
1888760,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,14,Matig,26-50%,Categorie I,Uraniumweg,52.11319514,5.047486599
1888575,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,43,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.06976065,5.159490964
1888562,Bomen rooien,Fraxinus ornus,< 4 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Livingstonelaan,52.06721912,5.102274289
1888357,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.07981861,5.161047382
1888253,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Matige sterfte,28,Minimaal,26-50%,Categorie I,Plutoniumweg,52.1119497,5.054784687
1888069,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,26,Matig,1-5%,Categorie I,Landgoed Amelisweerd,52.06752805,5.163263535
1888066,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04869299,5.063935956
1887890,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Lichte sterfte,32,Minimaal,26-50%,Categorie I,Marelaan,52.07737639,5.03126564
1887444,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,51-75%,Categorie II,C.H. Letschertweg,52.07286261,5.036923646
1887362,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,43,Matig,51-75%,Categorie I,Hof ter Weydeweg,52.10100626,5.037626018
1887174,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07747212,5.16995308
1887149,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,59,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.07147828,5.154889319
1887051,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,34,Minimaal,26-50%,Categorie III,Kloosterpark,52.07537015,5.02815481
1887016,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Niet van toepassing,51-75%,Categorie I,Nedereindseplas,52.02985123,5.062444531
1886972,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,37,Minimaal,76-99%,Categorie II,Mytylweg,52.07705973,5.15604759
1886873,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.0517432,5.064033482
1886868,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Paardenveld,52.09488862,5.11135725
1886852,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Heijcopperkade,52.05897521,5.06487919
1886337,Bomen rooien,Fraxinus ornus,< 4 cm,Lichte sterfte,37,Minimaal,6-25%,Categorie I,Zeilmakerslaan,52.07931366,5.028055474
1886282,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04255364,5.059256506
1886199,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,47,Matig,51-75%,Categorie III,Einthovendreef-zuid,52.12000848,5.140566727
1885882,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Boom is afstervend,43,Niet van toepassing,100%,Categorie I,Paardenveld,52.09493108,5.110491042
1885818,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03048529,5.062487732
1885726,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,17,Matig,26-50%,Categorie I,Proostwetering,52.11495341,5.037079381
1885519,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04677884,5.063859686
1885514,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05132939,5.064134292
1885342,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Krikkelaan,52.07831702,5.101318448
1885312,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,26,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.06709264,5.16306008
1885159,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie II,Waterlinieweg,52.06666851,5.127068548
1885112,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,37,Minimaal,51-75%,Categorie I,Dorpeldijk,52.09990817,4.976805839
1885000,Bomen rooien,Fraxinus excelsior 'Diversifolia',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Reviuskade,52.08429539,5.112058671
1884727,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,43,Minimaal,76-99%,Categorie II,Landgoed Amelisweerd,52.07145371,5.154282699
1884710,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,14,Minimaal,26-50%,Categorie I,Heijcopperkade,52.0592081,5.06507684
1884511,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,52,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.07140576,5.154580487
1884471,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,23,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06701207,5.170685784
1884179,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Ernstige sterfte,16,Minimaal,26-50%,Categorie I,Arkansasdreef,52.12816984,5.089669421
1884126,Bomen rooien,Fraxinus excelsior,< 4 cm,,26,,,Categorie I,Waterlinieweg,52.05851549,5.123711238
1884013,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Matig,51-75%,Categorie III,Biltsestraatweg,52.09718912,5.148160313
1883975,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,42,Matig,6-25%,Categorie I,Zandweg,52.08571561,5.021448052
1883506,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,42,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.07148002,5.153952934
1883443,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,30,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.06683326,5.163212321
1883058,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,47,Minimaal,26-50%,Categorie I,Darwindreef,52.11381431,5.137075071
1883055,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04485282,5.063876361
1882655,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,34,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06731835,5.161237417
1882618,Bomen rooien,Fraxinus excelsior,>10 cm,Matige sterfte,29,Matig,6-25%,Categorie II,Landgoed Amelisweerd,52.07101644,5.16714323
1882416,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04785915,5.063901012
1882408,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,22,Minimaal,26-50%,Categorie II,Koningsweg,52.07202906,5.145675443
1882287,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Matig,26-50%,Categorie III,C.H. Letschertweg,52.07305664,5.034263414
1882196,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,26,Minimaal,6-25%,Categorie I,Landgoed Amelisweerd,52.06844185,5.160295434
1881980,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Ernstige sterfte,4,Minimaal,51-75%,Categorie I,Dommeringdreef,52.11798996,5.122174831
1881848,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05016242,5.064086731
1881794,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Lichte sterfte,32,Minimaal,26-50%,Categorie I,Marelaan,52.07691375,5.031140371
1881418,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,41,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06736494,5.163044133
1881293,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,17,Minimaal,6-25%,Categorie I,Proostwetering,52.11498637,5.037191102
1881291,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,24,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06710853,5.161970586
1881272,Bomen rooien,Fraxinus excelsior 'Jaspidea',< 4 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Europalaan,52.06476188,5.10723113
1881260,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Krikkelaan,52.07889548,5.102872285
1881233,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,35,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06759403,5.161574375
1881214,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04772987,5.063891887
1880987,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Houtensepad,52.07101975,5.133341856
1880278,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,39,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.0713466,5.153750894
1880277,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,52,Minimaal,51-75%,Categorie I,Bastionweg,52.11390651,5.139581667
1880034,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,33,Matig,51-75%,Categorie I,Mytylweg,52.07872594,5.158352438
1879638,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,17,Minimaal,26-50%,Categorie III,Proostwetering,52.11497594,5.037191183
1879574,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,17,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03048505,5.053749786
1879521,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,12,Matig,51-75%,Categorie I,Koningsweg,52.07456595,5.144538899
1879361,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,43,Minimaal,76-99%,Categorie I,Mytylweg,52.07430604,5.153398224
